lon,lat,time,Ampl
94.25,-66.6126937866211,8,0.311008545866922
94.25,15.7960119247437,7,0.160443621468984
94.25,16.5163860321045,6,0.145965226580841
94.25,16.7559223175049,7,0.149110156663089
94.25,16.9951572418213,7,0.147127931096693
94.25,17.9490070343018,7,0.178630846126415
94.25,18.1866779327393,7,0.197284325572182
94.25,18.4240283966064,7,0.221434339653198
94.5,-66.5132598876953,8,0.307520127897236
94.5,-66.4134292602539,8,0.303934538292099
94.5,15.7960119247437,7,0.219522971391186
94.5,17.2340850830078,7,0.164241063723528
94.5,17.4727058410645,7,0.176241568036798
94.5,17.7110137939453,7,0.181328730136448
94.75,-66.3131942749023,8,0.301938796336046
94.75,15.7960119247437,9,0.180757431565248
95,-66.2125549316406,8,0.297447287552665
95,5.24266910552979,7,0.0257409
95,5.49157285690308,7,0.0272668359978843
95,15.5553112030029,7,0.196536752144071
95.25,-66.2125549316406,8,0.298172699647641
95.25,-66.1115188598633,8,0.296081616685091
95.25,-66.0100784301758,8,0.294405674762432
95.25,-65.9082336425781,8,0.290664893019545
95.25,-65.8059768676758,8,0.284045658795883
95.25,-65.7033157348633,8,0.281383247994742
95.25,-65.6002502441406,8,0.222144351857748
95.25,-65.4967651367188,8,0.296778867907969
95.25,-65.3928756713867,8,0.299219956411048
95.25,-65.2885665893555,8,0.287190110820549
95.25,4.74456834793091,6,0.0236387788568997
95.25,4.99366569519043,6,0.0233639976861987
95.25,5.74037265777588,7,0.0323672932145787
95.25,15.5553112030029,7,0.212110802724108
95.5,-65.1838531494141,8,0.279954983969961
95.5,-65.0787124633789,8,0.271150433763428
95.5,4.49538087844849,6,0.0236477042389194
95.5,5.74037265777588,7,0.0351676219898765
95.5,15.5553112030029,7,0.221940152502071
95.75,-64.9731597900391,8,0.313199896871818
95.75,2.7489447593689,7,0.02517684
95.75,4.24610805511475,6,0.0239477063698697
95.75,4.49538087844849,6,0.0243738299630402
95.75,5.74037265777588,7,0.0366078875009455
95.75,15.7960119247437,9,0.245120262566687
95.75,16.0364284515381,7,0.383985425413779
96,-64.9731597900391,8,0.370758043696847
96,2.49920701980591,7,0.02557324
96,2.99863004684448,7,0.0255656
96,3.99675464630127,7,0.0252023
96,5.49157285690308,7,0.0381719576986051
96,16.0364284515381,7,0.380927401543537
96.25,-64.9731597900391,8,0.383701871101171
96.25,2.24942183494568,7,0.02574138
96.25,2.7489447593689,7,0.02578748
96.25,3.99675464630127,6,0.0274258965661236
96.25,5.24266910552979,7,0.0355144245473868
96.25,16.276554107666,7,0.483929104782552
96.5,-64.9731597900391,8,0.388685397159806
96.5,2.49920701980591,7,0.02605842
96.5,3.74732565879822,6,0.026209375389504
96.5,5.24266910552979,7,0.0361005837243487
96.5,16.276554107666,7,0.505926233526665
96.75,-64.8671951293945,8,0.374842665307517
96.75,3.49782538414001,7,0.02705244
96.75,5.49157285690308,7,0.0373657127389692
96.75,16.5163860321045,7,0.551314937094994
97,-64.8671951293945,8,0.382139672023282
97,1.24990081787109,6,0.0271630095235077
97,3.24825859069824,6,0.022844695722966
97,3.49782538414001,7,0.025297806264547
97,5.49157285690308,7,0.0384285881065873
97,16.7559223175049,7,0.576277551905334
97,16.9951572418213,7,0.556519318203026
97.25,-64.7608032226562,8,0.368649847998747
97.25,0.999949216842651,6,0.0267655059373848
97.25,1.49982869625092,6,0.0267134682431805
97.25,2.99863004684448,7,0.02662318
97.25,5.24266910552979,7,0.0386039046924068
97.25,16.5163860321045,7,0.546056480468186
97.25,16.7559223175049,7,0.582519582511249
97.25,16.9951572418213,7,0.54723860591675
97.5,-64.7608032226562,8,0.374192112890237
97.5,0.749978601932526,6,0.0267552927259951
97.5,1.49982869625092,6,0.0265592472060525
97.5,2.49920701980591,7,0.0261127
97.5,2.7489447593689,7,0.02647902
97.5,5.24266910552979,7,0.0382710130297266
97.5,15.3143272399902,7,0.277867706336673
97.5,15.5553112030029,7,0.338976362259752
97.5,15.7960119247437,7,0.412661826957227
97.5,16.0364284515381,7,0.461614791728991
97.5,16.276554107666,7,0.49299154014832
97.75,-64.6539916992188,8,0.353879981879784
97.75,0.499993652105331,6,0.0262705563215528
97.75,1.24990081787109,7,0.0265771
97.75,2.24942183494568,6,0.0281416523368471
97.75,5.24266910552979,7,0.0383415124796127
97.75,14.3476552963257,7,0.193458427450721
97.75,14.5897264480591,7,0.200040308985608
97.75,14.8315315246582,7,0.213200688554854
97.75,15.0730667114258,7,0.230963683862373
98,-64.6539916992188,8,0.348291152079727
98,0.749978601932526,6,0.0259779301646328
