station,lon,lat,Period,Amplit.
Point_348,-151.25,-12.4020042419434,11.9999084479641,0.220492585909349
Point_349,-151.25,-4.49538087844849,11.9999084479641,0.543951560081428
Point_350,-151.25,3.49782538414001,11.9999084479641,0.692800385443276
Point_351,-151.25,11.4235544204712,11.9999084479641,0.625933905279074
Point_352,-151.25,19.1340980529785,11.9999084479641,0.426255381246231
Point_353,-151.248596191406,26.4894218444824,11.9999084479641,0.273466146766109
Point_354,-151.221130371094,33.324951171875,11.9999084479641,0.48531285097556
Point_355,-151.099899291992,39.5436363220215,11.9999084479641,0.793906475835369
Point_356,-150.790100097656,45.1399269104004,11.9999084479641,1.14186584528688
Point_357,-150.183197021484,50.1625785827637,11.9999084479641,1.55214980045983
Point_358,-149.155548095703,54.6787872314453,11.9999084479641,2.08399921207414
Point_359,-147.555023193359,58.7520942687988,11.9999084479641,2.68720200650893
Point_360,-130.531158447266,70.9394683837891,921.420035149385,0.313838863981397
Point_361,-113.864585876465,73.5328979492188,11.9999084479641,0.727000603430052
Point_362,-143.138061523438,-75.0895462036133,11.9999084479641,1.15377081955404
Point_363,-143.224594116211,-72.8676300048828,11.9999084479641,0.925558446919968
Point_364,-143.247848510742,-70.3489227294922,11.9999084479641,0.73394593747455
Point_365,-143.25,-67.4875564575195,11.9999084479641,0.568170419828671
Point_366,-143.25,-64.2225189208984,11.9999084479641,0.437749954213098
Point_367,-143.25,-60.5178337097168,11.9999084479641,0.359608675014993
Point_368,-143.25,-56.3349456787109,11.9999084479641,0.339813174151765
Point_369,-143.25,-51.6374168395996,11.9999084479641,0.352262255668138
Point_370,-143.25,-46.3974609375,11.9999084479641,0.371371282910025
Point_371,-143.25,-40.6013488769531,11.9999084479641,0.36512110229362
Point_372,-143.25,-34.255500793457,11.9999084479641,0.3030639401235
Point_373,-143.25,-27.392578125,11.9999084479641,0.178880192051779
Point_374,-143.25,-20.0761108398438,11.9999084479641,0.425061888550678
Point_375,-143.25,-12.4020042419434,11.9999084479641,0.91061213301598
Point_376,-143.25,-4.49538087844849,11.9999084479641,1.1337766340627
Point_377,-143.25,3.49782538414001,11.9999084479641,1.14524485333952
Point_378,-143.25,11.4235544204712,11.9999084479641,0.924594397162052
Point_379,-143.25,19.1340980529785,11.9999084479641,0.547624344646793
Point_380,-143.248611450195,26.4835815429688,11.9999084479641,0.140962181868683
Point_381,-143.221481323242,33.2731895446777,11.9999084479641,0.46910508638577
Point_382,-143.102874755859,39.3822860717773,11.9999084479641,0.902909470904546
Point_383,-142.803176879883,44.8058280944824,11.9999084479641,1.34596144403766
Point_384,-142.223068237305,49.605655670166,11.9999084479641,1.7816625691056
Point_385,-141.253509521484,53.8641204833984,11.9999084479641,2.22912495484145
Point_386,-139.765930175781,57.6569671630859,11.9999084479641,2.60617982518394
Point_387,-118.670234680176,70.1413421630859,919.80350877193,0.279498101989794
Point_388,-135.211730957031,-72.8504791259766,11.9999084479641,1.01455152144492
Point_389,-135.24674987793,-70.3457641601562,11.9999084479641,0.82817042310954
Point_390,-135.25,-67.487548828125,11.9999084479641,0.671215673839714
Point_391,-135.25,-64.2225189208984,11.9999084479641,0.555423578265192
Point_392,-135.25,-60.5178337097168,11.9999084479641,0.479824049702999
Point_393,-135.25,-56.3349456787109,11.9999084479641,0.434387428832532
Point_394,-135.25,-51.6374168395996,11.9999084479641,0.386705303267999
Point_395,-135.25,-46.3974609375,11.9999084479641,0.33197347558998
Point_396,-135.25,-40.6013488769531,11.9999084479641,0.258702004757083
Point_397,-135.25,-34.255500793457,11.9999084479641,0.202444567838549
Point_398,-135.25,-27.392578125,11.9999084479641,0.474906691354219
Point_399,-135.25,-20.0761108398438,11.9999084479641,0.950875864092454
Point_400,-135.25,-12.4020042419434,11.9999084479641,1.38565383559413
