lon,lat,phi0
77.5,-69.1514358520508,-0.12445024
77.5,7.97413206100464,-0.12386392
77.75,-69.0622787475586,-0.12576979
77.75,-68.9727630615234,-0.12670592
77.75,-68.8828735351562,-0.13243265
77.75,-68.7926254272461,-0.13421254
77.75,-68.7020034790039,-0.13335488
77.75,-68.6110153198242,-0.13364468
77.75,-68.5196533203125,-0.13522765
77.75,7.97413206100464,-0.10911776
78,-68.4279251098633,-0.13775687
78,8.22163867950439,-0.06672856
78.25,-68.3358154296875,-0.13672518
78.25,8.46899127960205,-0.11394965
78.25,8.71618556976318,-0.10624474
78.5,-68.3358154296875,-0.14049849
78.5,8.96321582794189,-0.12001759
78.75,-68.2433395385742,-0.12371629
78.75,-68.1504821777344,-0.12275292
78.75,8.96321582794189,-0.12133953
79,-68.0572509765625,-0.12226941
79,9.21007823944092,-0.11610039
79,9.45676803588867,-0.05797413
79.25,-68.0572509765625,-0.12007146
79.25,9.70328140258789,-0.04840656
79.25,9.94961357116699,-0.01075328
79.5,-67.9636459350586,-0.12021162
79.5,10.1957597732544,0.00648965
79.75,-67.9636459350586,-0.11836104
79.75,6.48610210418701,-0.12728846
79.75,6.73443984985352,-0.12523589
79.75,6.98265075683594,-0.12583532
79.75,7.2307300567627,-0.12296094
79.75,7.47867298126221,-0.12614555
79.75,7.72647523880005,-0.1254486
79.75,7.97413206100464,-0.12263473
79.75,8.22163867950439,-0.11648598
79.75,8.46899127960205,-0.11629137
79.75,8.71618556976318,-0.11483724
79.75,8.96321582794189,-0.07972849
79.75,9.70328140258789,-0.1289168
79.75,10.1957597732544,-0.04374804
80,-67.8696594238281,-0.12187313
80,5.98906373977661,-0.1344999
80,6.23764181137085,-0.13239767
80,9.21007823944092,-0.01579043
80,9.45676803588867,-0.05856916
80,9.94961357116699,-0.01939203
80,10.4417161941528,-0.07280914
80,10.687479019165,-0.04607979
80,10.9330415725708,-0.03126672
80,11.1784019470215,-0.03073692
80,11.4235544204712,-0.03093554
80,11.6684951782227,-0.03465084
80,11.9132204055786,-0.02871703
80,12.1577243804932,-0.01248093
80.25,-67.8696594238281,-0.11954195
80.25,5.74037265777588,-0.14647683
80.25,9.94961357116699,-0.03079526
80.25,12.4020042419434,0.00246526
80.25,12.6460552215576,0.02136614
80.25,13.6198883056641,0.00390533
80.25,13.8627319335938,-0.01926623
80.25,14.1053228378296,-0.02719901
80.25,14.3476552963257,-0.02766024
80.25,14.5897264480591,-0.03085862
80.25,14.8315315246582,-0.03024209
80.25,15.0730667114258,-0.02907518
80.25,15.3143272399902,-0.01544107
80.25,15.5553112030029,0.00113646
80.5,-67.8696594238281,-0.11810337
80.5,5.74037265777588,-0.14854619
80.5,9.70328140258789,-0.07689954
80.5,12.8898735046387,0.03137536
