station,lon,lat
Point_387,-118.670234680176,70.1413421630859
Point_388,-135.211730957031,-72.8504791259766
Point_389,-135.24674987793,-70.3457641601562
Point_390,-135.25,-67.487548828125
Point_391,-135.25,-64.2225189208984
Point_392,-135.25,-60.5178337097168
Point_393,-135.25,-56.3349456787109
Point_394,-135.25,-51.6374168395996
Point_395,-135.25,-46.3974609375
Point_396,-135.25,-40.6013488769531
Point_397,-135.25,-34.255500793457
Point_398,-135.25,-27.392578125
Point_399,-135.25,-20.0761108398438
Point_400,-135.25,-12.4020042419434
Point_401,-135.25,-4.49538087844849
Point_402,-135.25,3.49782538414001
Point_403,-135.25,11.4235544204712
Point_404,-135.25,19.1340980529785
Point_405,-135.248748779297,26.478048324585
Point_406,-135.224548339844,33.2240867614746
Point_407,-135.119689941406,39.2286186218262
Point_408,-134.857650756836,44.4857406616211
Point_409,-134.356597900391,49.0686378479004
Point_410,-133.529846191406,53.0744476318359
Point_411,-127.203384399414,-72.8274688720703
Point_412,-127.24600982666,-70.3415222167969
Point_413,-127.25,-67.487548828125
Point_414,-127.25,-64.2225189208984
Point_415,-127.25,-60.5178337097168
Point_416,-127.25,-56.3349456787109
Point_417,-127.25,-51.6374168395996
Point_418,-127.25,-46.3974609375
Point_419,-127.25,-40.6013488769531
Point_420,-127.25,-34.255500793457
Point_421,-127.25,-27.392578125
Point_422,-127.25,-20.0761108398438
Point_423,-127.25,-12.4020042419434
Point_424,-127.25,-4.49538087844849
Point_425,-127.25,3.49782538414001
Point_426,-127.25,11.4235544204712
Point_427,-127.25,19.1340980529785
Point_428,-127.249008178711,26.4733543395996
Point_429,-127.229949951172,33.1823539733887
Point_430,-127.147972106934,39.0974884033203
Point_431,-126.945213317871,44.2108879089355
Point_432,-126.561950683594,48.6039123535156
Point_433,-119.20002746582,-72.8010177612305
Point_434,-119.245697021484,-70.3366470336914
Point_435,-119.25,-67.4875411987305
Point_436,-119.25,-64.2225189208984
Point_437,-119.25,-60.5178337097168
Point_438,-119.25,-56.3349456787109
Point_439,-119.25,-51.6374168395996
Point_440,-119.25,-46.3974609375
Point_441,-119.25,-40.6013488769531
Point_442,-119.25,-34.255500793457
Point_443,-119.25,-27.392578125
Point_444,-119.25,-20.0761108398438
Point_445,-119.25,-12.4020042419434
Point_446,-119.25,-4.49538087844849
Point_447,-119.25,3.49782538414001
Point_448,-119.25,11.4235544204712
Point_449,-119.25,19.1340980529785
Point_450,-119.249359130859,26.4699382781982
Point_451,-119.237113952637,33.1519470214844
Point_452,-111.201637268066,-72.7737655639648
Point_453,-111.245803833008,-70.3316421508789
Point_454,-111.25,-67.4875335693359
Point_455,-111.25,-64.2225189208984
Point_456,-111.25,-60.5178337097168
Point_457,-111.25,-56.3349456787109
Point_458,-111.25,-51.6374168395996
Point_459,-111.25,-46.3974609375
Point_460,-111.25,-40.6013488769531
Point_461,-111.25,-34.255500793457
Point_462,-111.25,-27.392578125
Point_463,-111.25,-20.0761108398438
Point_464,-111.25,-12.4020042419434
Point_465,-111.25,-4.49538087844849
Point_466,-111.25,3.49782538414001
Point_467,-111.25,11.4235544204712
Point_468,-111.25,19.1340980529785
Point_469,-111.249771118164,26.4681186676025
Point_470,-103.246322631836,-70.3269882202148
Point_471,-103.25,-67.4875259399414
Point_472,-103.25,-64.2225189208984
Point_473,-103.25,-60.5178337097168
Point_474,-103.25,-56.3349456787109
Point_475,-103.25,-51.6374168395996
Point_476,-103.25,-46.3974609375
Point_477,-103.25,-40.6013488769531
