lon,lat,MOM
104.25,1.74972796440125,0.6338499
104.25,1.99959397315979,0.6155152
104.25,10.4417161941528,0.5400057
104.5,-66.0100784301758,0.6908947
104.5,-5.98906373977661,0.09593971
104.5,-1.49982869625092,0.8477569
104.5,-1.24990081787109,0.8227401
104.5,-0.749978601932526,0.7934193
104.5,0,0.7877319
104.5,0.749978601932526,0.6960689
104.5,1.24990081787109,0.6611978
104.5,1.49982869625092,0.6306826
104.5,10.1957597732544,0.5353735
104.75,-66.1115188598633,0.6597513
104.75,-5.74037265777588,0.098957
104.75,-1.99959397315979,0.8641335
104.75,-1.74972796440125,0.8481395
104.75,-0.499993652105331,0.7342876
104.75,-0.249999210238457,0.7095621
104.75,0.249999210238457,0.7360108
104.75,0.999949216842651,0.6585343
104.75,8.71618556976318,0.4800724
104.75,8.96321582794189,0.4973518
104.75,9.21007823944092,0.5037023
104.75,9.45676803588867,0.5132547
104.75,9.70328140258789,0.5246267
104.75,10.1957597732544,0.5334471
105,-66.1115188598633,0.6392824
105,-5.74037265777588,0.09926876
105,-1.99959397315979,0.8503909
105,0,0.6771127
105,8.46899127960205,0.4409318
105,9.94961357116699,0.5309588
105.25,-66.1115188598633,0.6362838
105.25,-5.74037265777588,0.1038763
105.25,-1.74972796440125,0.8233015
105.25,8.71618556976318,0.4734817
105.5,-66.1115188598633,0.6193275
105.5,-6.73443984985352,0.09588017
105.5,-6.48610210418701,0.09766135
105.5,-6.23764181137085,0.09874567
105.5,-5.98906373977661,0.1030206
105.5,-5.74037265777588,0.2755074
105.5,-1.49982869625092,0.742141
105.5,8.96321582794189,0.4875644
105.75,-66.2125549316406,0.630163
105.75,-6.98265075683594,0.088796
