lon,lat,MOM
121.249061584473,25.1316242218018,0.7865313
121.243949890137,27.9810581207275,1.368482
121.232276916504,30.2915725708008,2.350326
121.230728149414,30.4966907501221,2.299219
121.219284057617,31.7095165252686,1.763024
121.209342956543,32.5007743835449,1.575347
121.110305786133,36.6010360717773,1.117509
121.05884552002,37.8172149658203,1.128507
121.00537109375,38.8268737792969,1.070868
120.882225036621,40.6025848388672,1.283698
76.97265625,68.9891357421875,1.196179
76.4319229125977,69.0052642822266,1.119417
76.1626586914062,69.0124053955078,1.097359
75.8941802978516,69.0189437866211,1.073222
75.0936889648438,69.0349731445312,0.9767804
74.8285980224609,69.0391464233398,0.9578062
74.5644226074219,69.0427398681641,0.939528
74.3011856079102,69.0457611083984,0.9261176
74.0389175415039,69.048225402832,0.9135428
121.5,-66.6126937866211,0.6335753
121.5,-34.0486145019531,0.488553
121.5,-18.897741317749,0.9100582
121.5,-18.6610488891602,0.7712566
121.5,-10.687479019165,0.1758301
121.5,-8.96321582794189,0.1322024
121.5,-8.46899127960205,0.1121336
121.5,-4.74456834793091,0.1018349
121.5,-4.49538087844849,0.1007972
121.5,-4.24610805511475,0.1007207
121.5,-0.749978601932526,0.08508787
121.5,0.249999210238457,0.0869894
121.5,1.24990081787109,0.1013081
121.5,5.98906373977661,0.1039085
121.5,12.4020042419434,0.2404428
121.5,12.6460552215576,0.2670165
121.5,12.8898735046387,0.2985717
121.5,13.1334543228149,0.3105014
121.5,13.3767938613892,0.3086016
121.5,13.6198883056641,0.2928208
121.5,13.8627319335938,0.3079891
121.5,15.0730667114258,0.26515
121.5,15.3143272399902,0.2570133
121.5,18.6610488891602,0.4938885
121.5,18.897741317749,0.494409
121.5,19.3701171875,0.4796444
121.499893188477,23.0938053131104,0.5636194
121.499855041504,23.3225555419922,0.5620041
121.498870849609,25.3551597595215,0.7277598
121.493232727051,28.1957740783691,1.361949
121.482269287109,30.2929344177246,2.090189
121.479072570801,30.7025012969971,1.927509
121.471450805664,31.5114517211914,1.73905
121.469268798828,31.7115459442139,1.643866
121.46199798584,32.3066368103027,1.593191
121.360198974609,36.6070213317871,1.002914
121.31672668457,37.6532554626465,1.122556
121.264694213867,38.6692657470703,1.046813
121.245307922363,39.0013656616211,1.144297
121.214218139648,39.493480682373,0.9349786
121.118843078613,40.7713394165039,1.400455
76.7277145385742,69.1081314086914,1.234311
76.4558334350586,69.1159210205078,1.216815
76.184700012207,69.1231002807617,1.194362
75.9143600463867,69.1296691894531,1.169542
75.6448211669922,69.1356353759766,1.141348
75.3761215209961,69.1410064697266,1.117022
73.7830657958984,69.1610107421875,0.9241735
121.75,-66.6126937866211,0.6388459
121.75,-34.0486145019531,0.5194912
121.75,-18.4240283966064,0.7724934
121.75,-10.9330415725708,0.2158532
121.75,-10.4417161941528,0.1630571
121.75,-8.96321582794189,0.1308136
121.75,-8.46899127960205,0.1083893
121.75,-5.24266910552979,0.1056986
121.75,-4.99366569519043,0.1046921
121.75,-2.24942183494568,0.09328061
121.75,-1.99959397315979,0.09521968
121.75,-0.749978601932526,0.0840259
121.75,0.249999210238457,0.08625133
121.75,1.24990081787109,0.09929866
121.75,6.48610210418701,0.09844172
121.75,6.98265075683594,0.1212682
121.75,7.2307300567627,0.1230274
121.75,10.687479019165,0.236521
121.75,10.9330415725708,0.2841611
121.75,11.9132204055786,0.3004453
121.75,12.1577243804932,0.2646788
121.75,13.6198883056641,0.2964359
121.75,13.8627319335938,0.3122702
121.75,14.3476552963257,0.729919
121.75,14.5897264480591,0.3989859
121.75,14.8315315246582,0.3207269
121.75,15.5553112030029,0.3170517
121.75,15.7960119247437,0.3416155
121.75,16.0364284515381,0.3475261
121.75,18.4240283966064,0.5438934
121.75,19.1340980529785,0.4902016
121.749809265137,23.5508079528809,0.5623578
121.74974822998,23.7784614562988,0.5810654
121.749671936035,24.0055408477783,0.5737693
121.749588012695,24.2320365905762,0.5437879
121.748870849609,25.3553409576416,0.6814789
121.742454528809,28.4098224639893,1.662344
121.74161529541,28.6224174499512,2.077922
121.740715026855,28.8342227935791,2.260573
121.73974609375,29.0452365875244,2.268484
121.73371887207,30.0881748199463,1.964711
121.729064941406,30.7040386199951,1.643272
121.723510742188,31.3123188018799,1.665446
121.719253540039,31.7135753631592,1.453072
121.714530944824,32.1113929748535,1.470808
121.603408813477,36.7897071838379,0.933599
121.574409484863,37.4880218505859,1.088503
121.51448059082,38.6778678894043,1.03943
121.484970092773,39.175537109375,1.127238
121.474594116211,39.3398246765137,1.005604
121.453010559082,39.6660232543945,0.9734561
121.441802978516,39.8279418945312,0.9743649
121.36841583252,40.7833099365234,1.38945
73.7885360717773,69.2719345092773,0.9530576
122,-66.5132598876953,0.6353039
122,-34.0486145019531,0.5667442
122,-18.4240283966064,0.926743
122,-18.1866779327393,0.7289535
122,-17.9490070343018,0.5871743
122,-17.7110137939453,0.5145842
122,-17.4727058410645,0.4675106
122,-17.2340850830078,0.4416269
122,-10.9330415725708,0.2225343
122,-10.4417161941528,0.1648703
122,-8.96321582794189,0.1327302
122,-8.46899127960205,0.1118067
122,-5.49157285690308,0.1042207
122,-4.99366569519043,0.1028935
122,-2.49920701980591,0.09218465
122,-1.74972796440125,0.092623
122,-0.749978601932526,0.08214539
122,0.249999210238457,0.08572986
122,1.24990081787109,0.0978993
122,6.23764181137085,0.1049664
122,6.73443984985352,0.09922108
122,7.47867298126221,0.1237396
122,7.72647523880005,0.1238309
122,10.4417161941528,0.246817
122,11.1784019470215,0.3072971
122,11.4235544204712,0.3253141
122,11.6684951782227,0.3188756
122,12.4020042419434,0.2751194
122,13.3767938613892,0.3168918
122,14.1053228378296,1.267697
122,14.5897264480591,0.5392244
122,15.0730667114258,0.2884591
122,16.0364284515381,0.3638282
122,18.4240283966064,0.5159591
121.999481201172,24.4580402374268,0.5585355
121.999359130859,24.683349609375,0.5440237
121.999221801758,24.9080390930176,0.5775655
121.999061584473,25.13210105896,0.5920035
121.988693237305,29.2564296722412,1.732893
121.987571716309,29.4659061431885,1.859833
121.986373901367,29.6745738983154,1.900501
121.98371887207,30.0894546508789,1.73723
121.977310180664,30.9092750549316,1.459259
121.975456237793,31.112133026123,1.45409
121.966941833496,31.9150524139404,1.142852
121.853309631348,36.7958908081055,0.8760641
121.824279785156,37.4950332641602,1.054681
121.754699707031,38.8534049987793,1.055304
121.680000305176,39.9996948242188,1.045002
121.618019104004,40.7952766418457,1.36046
73.794059753418,69.3829116821289,0.9937676
122.25,-66.5132598876953,0.6389284
122.25,-34.0486145019531,0.5949467
122.25,-16.9951572418213,0.6114534
122.25,-10.687479019165,0.1832897
122.25,-8.96321582794189,0.1306747
122.25,-8.46899127960205,0.1084357
122.25,-5.24266910552979,0.1027885
122.25,-4.99366569519043,0.1045112
122.25,-2.7489447593689,0.09249739
122.25,-1.74972796440125,0.09318885
122.25,-0.749978601932526,0.08045536
122.25,0.249999210238457,0.08475032
122.25,0.999949216842651,0.09506047
122.25,6.48610210418701,0.1052758
122.25,6.98265075683594,0.1101683
122.25,7.97413206100464,0.1245153
122.25,9.70328140258789,0.2620187
122.25,10.4417161941528,0.2476285
122.25,11.9132204055786,0.3219094
122.25,12.1577243804932,0.2894553
122.25,12.4020042419434,0.3192086
122.25,13.3767938613892,0.3666443
122.25,14.3476552963257,0.9025139
122.25,14.8315315246582,0.3106401
122.25,16.276554107666,0.3755845
122.25,17.4727058410645,0.548933
122.25,17.7110137939453,0.5792025
122.25,17.9490070343018,0.5861006
122.25,18.6610488891602,0.5003086
122.235084533691,29.8836250305176,1.412533
122.103225708008,36.8020706176758,0.8367419
122.074165344238,37.5020446777344,0.9925647
121.994644165039,39.0286140441895,1.113381
121.917892456055,40.171199798584,1.151889
121.905784606934,40.3313407897949,1.182006
121.867645263672,40.8072357177734,1.369892
73.7996215820312,69.4939346313477,1.031391
122.5,-66.5132598876953,0.6458556
122.5,-34.0486145019531,0.5925846
122.5,-16.7559223175049,0.7136086
122.5,-8.96321582794189,0.1298902
122.5,-8.22163867950439,0.104479
122.5,-5.49157285690308,0.1022091
122.5,-3.74732565879822,0.0935985
122.5,-3.49782538414001,0.09390477
122.5,-3.24825859069824,0.09329606
122.5,-2.99863004684448,0.09245002
122.5,-1.49982869625092,0.09506377
122.5,-0.749978601932526,0.08070973
122.5,0.249999210238457,0.08357245
122.5,0.999949216842651,0.09428734
122.5,7.2307300567627,0.1079649
122.5,7.47867298126221,0.1144755
122.5,8.22163867950439,0.1267805
122.5,9.45676803588867,0.2194036
122.5,9.94961357116699,0.2882687
122.5,10.4417161941528,0.2458112
122.5,11.6684951782227,0.3210659
122.5,12.1577243804932,0.307335
122.5,12.6460552215576,0.4047791
122.5,13.1334543228149,0.441995
122.5,14.3476552963257,0.8922399
122.5,16.5163860321045,0.4094353
122.5,16.7559223175049,0.4292422
122.5,17.2340850830078,0.5639856
122.5,18.1866779327393,0.5749032
122.5,18.4240283966064,0.5110075
122.353141784668,36.8082466125488,0.8693064
122.324058532715,37.5090560913086,0.9149063
122.234321594238,39.2035140991211,1.165412
122.143058776855,40.502124786377,1.345707
122.130332946777,40.6610298156738,1.368787
73.5357437133789,69.6063766479492,1.012121
122.75,-66.4134292602539,0.6320481
122.75,-34.0486145019531,0.5042452
122.75,-16.5163860321045,0.6699044
122.75,-10.687479019165,0.2121287
122.75,-8.71618556976318,0.1276496
122.75,-8.22163867950439,0.104792
122.75,-5.74037265777588,0.09882348
122.75,-3.99675464630127,0.09353405
122.75,-1.49982869625092,0.09498121
122.75,-1.24990081787109,0.08973482
122.75,-0.499993652105331,0.07734753
122.75,0.249999210238457,0.07761796
122.75,0.999949216842651,0.09418209
122.75,7.47867298126221,0.1087483
122.75,8.22163867950439,0.127187
122.75,9.21007823944092,0.1707904
122.75,10.1957597732544,0.2682963
122.75,10.4417161941528,0.2070062
122.75,11.6684951782227,0.2659152
122.75,12.4020042419434,0.3855226
122.75,13.3767938613892,0.4484389
122.75,13.6198883056641,0.3962171
122.75,14.3476552963257,0.7871583
122.75,16.9951572418213,0.5304221
122.596138000488,36.991081237793,0.8909791
122.588981628418,37.1669082641602,0.868872
122.581588745117,37.3418998718262,0.8665298
122.473709106445,39.378116607666,1.291205
73.5395126342773,69.7174911499023,1.035853
123,-66.4134292602539,0.6425145
123,-34.0486145019531,0.5097077
123,-16.5163860321045,0.802493
123,-10.9330415725708,0.2030377
123,-10.4417161941528,0.1917311
123,-8.71618556976318,0.1267691
123,-8.22163867950439,0.106931
123,-5.49157285690308,0.1067162
123,-4.24610805511475,0.09260803
123,-1.74972796440125,0.09108037
123,-1.24990081787109,0.09093443
123,-0.999949216842651,0.09035479
123,-0.499993652105331,0.07576413
123,0.249999210238457,0.07979376
123,0.999949216842651,0.09494202
123,7.47867298126221,0.1083043
123,8.46899127960205,0.1291041
123,8.96321582794189,0.1389726
123,11.6684951782227,0.5162277
123,12.1577243804932,0.3420128
123,12.4020042419434,0.3957038
123,13.3767938613892,0.4463686
123,14.3476552963257,0.6508475
122.723533630371,39.3876724243164,1.254258
73.5433197021484,69.8286514282227,1.050912
123.25,-66.3131942749023,0.6111615
123.25,-34.0486145019531,0.5074732
123.25,-16.9951572418213,1.26071
123.25,-16.7559223175049,1.011343
123.25,-10.9330415725708,0.178197
123.25,-10.4417161941528,0.1832836
123.25,-8.71618556976318,0.1246658
123.25,-8.22163867950439,0.1097002
123.25,-5.24266910552979,0.1028854
123.25,-4.99366569519043,0.09650405
123.25,-4.74456834793091,0.09369751
123.25,-4.49538087844849,0.09158066
123.25,-1.74972796440125,0.08918215
123.25,-1.24990081787109,0.09308326
123.25,-0.499993652105331,0.07662645
123.25,0.249999210238457,0.07833537
123.25,0.999949216842651,0.09540886
123.25,7.47867298126221,0.1085773
123.25,8.71618556976318,0.1319303
123.25,8.96321582794189,0.137886
123.25,11.1784019470215,0.9504883
123.25,11.4235544204712,0.8781667
123.25,11.9132204055786,0.4401469
123.25,12.6460552215576,0.4398284
123.25,13.1334543228149,0.449914
123.25,14.1053228378296,0.9971948
122.962646484375,39.5622329711914,1.430475
73.5471572875977,69.9398498535156,1.059489
123.5,-66.3131942749023,0.6481612
123.5,-34.0486145019531,0.4915395
123.5,-17.2340850830078,1.514628
123.5,-16.7559223175049,0.971586
123.5,-16.5163860321045,0.8191565
123.5,-10.687479019165,0.1738491
123.5,-10.1957597732544,0.1820816
123.5,-9.94961357116699,0.1751906
123.5,-9.70328140258789,0.1634983
123.5,-8.71618556976318,0.1228458
123.5,-8.22163867950439,0.1101817
123.5,-1.49982869625092,0.08483911
123.5,-0.999949216842651,0.08479398
123.5,-0.749978601932526,0.07991263
123.5,0.249999210238457,0.07903287
123.5,0.999949216842651,0.09530945
123.5,7.72647523880005,0.1091253
123.5,8.71618556976318,0.1409833
123.5,9.21007823944092,0.160597
123.5,9.45676803588867,0.1784926
123.5,10.687479019165,0.6474719
123.5,10.9330415725708,0.6682201
123.5,11.9132204055786,0.4840627
123.5,12.6460552215576,0.4031379
123.5,12.8898735046387,0.4415258
123.5,14.1053228378296,0.7968682
123.499588012695,24.2326488494873,0.6025174
123.212501525879,39.5720291137695,1.31754
73.5510330200195,70.0510864257812,1.062204
123.75,-66.2125549316406,0.657503
123.75,-33.8412208557129,0.5180749
123.75,-17.2340850830078,1.541827
123.75,-16.9951572418213,1.384566
123.75,-16.276554107666,0.8596016
123.75,-10.4417161941528,0.1759674
123.75,-9.45676803588867,0.1399079
123.75,-8.71618556976318,0.121581
123.75,-8.22163867950439,0.1139214
123.75,0.249999210238457,0.07907724
123.75,0.999949216842651,0.09477814
123.75,6.73443984985352,0.1058977
123.75,6.98265075683594,0.1064659
123.75,7.72647523880005,0.1093928
123.75,8.71618556976318,0.1456722
123.75,9.70328140258789,0.2305461
123.75,9.94961357116699,0.2686565
123.75,10.687479019165,0.6452034
123.75,10.9330415725708,0.6724355
123.75,11.6684951782227,0.5148578
123.75,12.4020042419434,0.2722577
123.75,12.6460552215576,0.350485
123.75,13.3767938613892,0.367467
123.75,13.6198883056641,0.352198
123.75,14.1053228378296,0.7261739
123.749671936035,24.0061283111572,0.5930325
123.749481201172,24.4587574005127,0.5854157
123.45133972168,39.7465629577637,1.417536
73.5549468994141,70.1623687744141,1.058551
124,-66.2125549316406,0.7214975
124,-33.6333236694336,0.5036682
124,-33.4249229431152,0.5198253
124,-16.276554107666,0.9455547
124,-10.4417161941528,0.1678392
124,-9.21007823944092,0.1191996
124,-8.71618556976318,0.1201562
124,-8.22163867950439,0.1122312
124,0.249999210238457,0.08022949
124,0.999949216842651,0.09336457
124,6.23764181137085,0.1044284
124,6.48610210418701,0.1055976
124,7.2307300567627,0.1073426
124,7.47867298126221,0.1065826
124,8.22163867950439,0.1436527
124,8.46899127960205,0.1472133
124,9.45676803588867,0.1773027
124,9.94961357116699,0.2569211
124,10.1957597732544,0.4061359
124,11.1784019470215,0.3192712
124,11.9132204055786,0.3164709
124,12.1577243804932,0.3338979
124,12.4020042419434,0.3467953
124,13.1334543228149,0.3866692
124,13.6198883056641,0.3655206
124,13.8627319335938,0.3504519
123.999588012695,24.2328224182129,0.6062252
123.999481201172,24.4588603973389,0.5781868
123.701217651367,39.7565956115723,1.357112
73.8400344848633,70.2722702026367,1.123245
124.25,-66.2125549316406,0.7220124
124.25,-33.2160186767578,0.5345646
124.25,-16.276554107666,0.9844204
124.25,-16.0364284515381,0.7903956
124.25,-15.7960119247437,0.717469
124.25,-15.5553112030029,0.6235013
124.25,-10.4417161941528,0.1590582
124.25,-9.21007823944092,0.1166404
124.25,-8.71618556976318,0.1215981
124.25,-8.22163867950439,0.1142164
124.25,-1.74972796440125,0.0890954
124.25,0.249999210238457,0.07975289
124.25,0.999949216842651,0.09167939
124.25,5.98906373977661,0.1022364
124.25,8.46899127960205,0.146229
124.25,9.45676803588867,0.1817509
124.25,10.1957597732544,0.2823838
124.25,10.4417161941528,0.2712628
124.25,10.687479019165,0.3037366
124.25,10.9330415725708,0.3261377
124.25,11.1784019470215,0.3270357
124.25,11.4235544204712,0.3351085
124.25,12.1577243804932,0.3635177
124.25,12.4020042419434,0.4244388
124.25,12.8898735046387,0.3650965
124.25,13.3767938613892,0.352951
124.25,14.1053228378296,0.3849141
124.249588012695,24.2329082489014,0.6149393
124.249366760254,24.6844253540039,0.5740758
123.951110839844,39.7666206359863,1.367671
73.8460235595703,70.3836212158203,1.104421
72.7191390991211,70.3859100341797,0.939193
124.5,-66.2125549316406,0.6912926
124.5,-33.0066146850586,0.5593737
124.5,-15.3143272399902,0.5830307
124.5,-10.1957597732544,0.1444508
124.5,-8.96321582794189,0.1134827
124.5,-8.46899127960205,0.1129761
124.5,-7.97413206100464,0.1073734
124.5,-1.99959397315979,0.09133092
124.5,-1.49982869625092,0.07995085
124.5,0.499993652105331,0.07720262
124.5,1.24990081787109,0.09150645
124.5,5.98906373977661,0.1013878
124.5,8.71618556976318,0.1531516
124.5,9.70328140258789,0.2203015
124.5,10.1957597732544,0.2652047
124.5,10.4417161941528,0.2695126
124.5,10.687479019165,0.2995348
124.5,10.9330415725708,0.3192382
124.5,11.6684951782227,0.3430766
124.5,11.9132204055786,0.3396588
124.5,12.6460552215576,0.3344287
124.5,13.6198883056641,0.3446127
124.5,13.8627319335938,0.3665695
124.499488830566,24.4590663909912,0.615535
124.201026916504,39.7766342163086,1.374446
74.1383514404297,70.4929809570312,1.161257
73,70.4976043701172,0.9714839
124.75,-66.2125549316406,0.6761093
124.75,-33.0066146850586,0.5493344
124.75,-15.0730667114258,0.4972828
124.75,-9.94961357116699,0.1450871
124.75,-8.96321582794189,0.1115559
124.75,-8.46899127960205,0.1103935
124.75,-7.97413206100464,0.1082533
124.75,-1.99959397315979,0.09184715
124.75,-1.49982869625092,0.08008896
124.75,0.749978601932526,0.08277717
124.75,1.49982869625092,0.09325105
124.75,5.74037265777588,0.09937631
124.75,8.71618556976318,0.1586954
124.75,9.94961357116699,0.2775627
124.75,10.1957597732544,0.2763889
124.75,11.6684951782227,0.7505734
124.75,12.6460552215576,0.3128232
124.450965881348,39.7866363525391,1.338587
74.1465072631836,70.6044006347656,1.145598
73,70.6090469360352,1.006351
125,-66.2125549316406,0.6681797
125,-32.7967147827148,0.5916722
125,-14.8315315246582,0.4344143
125,-14.5897264480591,0.3593892
125,-9.70328140258789,0.1434952
125,-8.71618556976318,0.1069582
125,-8.46899127960205,0.1075703
125,-7.97413206100464,0.1111602
125,-1.99959397315979,0.09105577
125,-1.49982869625092,0.08326133
125,0.999949216842651,0.08355385
125,1.74972796440125,0.08635621
125,5.74037265777588,0.09810832
125,8.96321582794189,0.2009412
125,9.94961357116699,0.3120977
125,12.6460552215576,0.3104299
124.999366760254,24.6847839355469,0.5764144
124.799209594727,38.1023216247559,0.9009503
124.790565490723,38.2752227783203,0.9310774
124.781677246094,38.4473419189453,0.9534138
124.711982727051,39.630615234375,1.251905
74.1547393798828,70.7158584594727,1.143175
73,70.7205276489258,1.033759
125.25,-66.2125549316406,0.6736023
125.25,-32.7967147827148,0.5759763
125.25,-14.3476552963257,0.4102572
125.25,-9.45676803588867,0.142444
125.25,-8.46899127960205,0.1074263
125.25,-8.22163867950439,0.1097787
125.25,-1.99959397315979,0.09125141
125.25,-1.49982869625092,0.08544708
125.25,1.24990081787109,0.08154345
125.25,1.49982869625092,0.08011246
125.25,3.49782538414001,0.0967481
125.25,5.49157285690308,0.09825851
125.25,9.21007823944092,0.2360061
125.25,9.45676803588867,0.2750947
125.25,9.70328140258789,0.3120698
125.25,10.1957597732544,0.3443996
125.25,10.4417161941528,0.2911796
125.25,10.687479019165,0.6340015
125.25,10.9330415725708,0.8970415
125.25,12.6460552215576,0.3275247
125.249488830566,24.4593715667725,0.6100392
125.249229431152,24.9098377227783,0.5419176
125.057609558105,37.9360122680664,0.9359638
125.022529602051,38.6269645690918,0.9941813
125.013114929199,38.7977638244629,1.028615
125.003433227539,38.9677963256836,1.087981
124.972747802734,39.4733352661133,1.282233
73.8705596923828,70.8294219970703,1.165061
73,70.8320465087891,1.055521
125.5,-66.2125549316406,0.6864056
125.5,-32.5863189697266,0.6170281
125.5,-14.3476552963257,0.4322013
125.5,-9.45676803588867,0.1424847
125.5,-8.46899127960205,0.1044054
125.5,-7.97413206100464,0.1065863
125.5,-7.72647523880005,0.1082793
125.5,-1.99959397315979,0.08910932
125.5,-1.49982869625092,0.08316498
125.5,3.24825859069824,0.0948117
125.5,3.74732565879822,0.09917071
125.5,5.24266910552979,0.09607995
125.5,6.73443984985352,0.09245816
125.5,6.98265075683594,0.09355891
125.5,9.94961357116699,0.4665478
125.5,10.1957597732544,0.3426436
125.5,10.4417161941528,0.3310385
125.5,10.9330415725708,0.611211
125.5,11.9132204055786,0.2297047
125.5,12.1577243804932,0.2035019
125.5,12.4020042419434,0.240611
125.499366760254,24.685022354126,0.5790532
125.315780639648,37.7684745788574,1.060225
125.243492126465,39.1460456848145,1.152054
125.233261108398,39.3148002624512,1.170334
125.222755432129,39.4828033447266,1.232983
73.876838684082,70.9409637451172,1.251742
73,70.943603515625,1.068461
125.75,-66.2125549316406,0.6837702
125.75,-32.5863189697266,0.6014093
125.75,-14.3476552963257,0.648411
125.75,-9.21007823944092,0.1425188
125.75,-8.46899127960205,0.1102336
125.75,-8.22163867950439,0.1083998
125.75,-7.47867298126221,0.1039967
125.75,-1.99959397315979,0.09101445
125.75,-1.49982869625092,0.08282619
125.75,3.49782538414001,0.09255103
125.75,5.49157285690308,0.08752985
125.75,5.74037265777588,0.0882266
125.75,5.98906373977661,0.09329739
125.75,6.23764181137085,0.09299152
125.75,6.48610210418701,0.09321524
125.75,6.98265075683594,0.09436117
125.75,9.70328140258789,0.3943788
125.75,10.687479019165,0.3011414
125.75,11.1784019470215,0.2918571
125.75,11.4235544204712,0.2593659
125.75,11.6684951782227,0.2303923
125.565826416016,37.7756195068359,1.424334
73.5876007080078,71.0540237426758,1.229029
72.7068023681641,71.0549011230469,1.132216
126,-66.2125549316406,0.6740546
126,-32.3754272460938,0.6797369
126,-14.3476552963257,0.8586695
126,-9.21007823944092,0.1403844
126,-8.46899127960205,0.1133705
126,-7.97413206100464,0.1094493
126,-7.47867298126221,0.1045494
126,-3.49782538414001,0.09568266
126,-3.24825859069824,0.0902096
126,-1.74972796440125,0.08333471
126,6.48610210418701,0.09363848
126,6.73443984985352,0.09373441
126,9.45676803588867,0.2192777
126,9.94961357116699,0.2866659
126,10.1957597732544,0.2898753
126,10.4417161941528,0.2824412
125.947326660156,33.3346862792969,0.6426608
125.815879821777,37.7827529907227,1.60019
73.5918655395508,71.165641784668,1.322193
126.25,-66.2125549316406,0.6738111
126.25,-32.3754272460938,0.708125
126.25,-14.1053228378296,0.8172839
126.25,-9.21007823944092,0.1376305
126.25,-8.46899127960205,0.1125563
126.25,-7.97413206100464,0.1135845
126.25,-7.47867298126221,0.1059203
126.25,-3.74732565879822,0.09484923
126.25,-2.99863004684448,0.0848414
126.25,6.23764181137085,0.09372022
126.25,9.21007823944092,0.1831829
126.20059967041,33.1420211791992,0.6591105
126.193977355957,33.5324592590332,0.5969759
126.174690246582,34.4943237304688,0.8714931
126.17032623291,34.684253692627,0.7728193
126.165794372559,34.8733711242676,0.740056
126.161071777344,35.0616760253906,0.750369
126.156173706055,35.2491722106934,0.7407312
126.116355895996,36.5390396118164,0.7597844
126.109832763672,36.720100402832,0.7641124
126.103088378906,36.9003677368164,0.7998231
126.065940856934,37.7898788452148,1.621686
77.2645950317383,71.2173614501953,1.881923
76.9537200927734,71.2259750366211,1.866775
76.6436614990234,71.2339096069336,1.852852
76.3344650268555,71.2411727905273,1.838533
76.0261611938477,71.2477645874023,1.827032
73.2974700927734,71.278190612793,1.315167
126.5,-66.2125549316406,0.6800336
126.5,-32.3754272460938,0.736652
126.5,-14.1053228378296,0.8675474
126.5,-8.96321582794189,0.137222
126.5,-8.22163867950439,0.1175157
126.5,-7.97413206100464,0.1171642
126.5,-7.47867298126221,0.1084612
126.5,-3.99675464630127,0.09348975
126.5,-2.99863004684448,0.08266646
126.5,3.99675464630127,0.09043594
126.5,4.24610805511475,0.08954008
126.5,5.49157285690308,0.08682679
126.5,5.74037265777588,0.0889332
126.5,5.98906373977661,0.09238657
126.5,6.23764181137085,0.09411438
126.5,6.48610210418701,0.09349604
126.5,6.73443984985352,0.08844241
126.5,6.98265075683594,0.09488866
126.5,7.97413206100464,0.1288583
126.5,8.22163867950439,0.118764
126.5,8.46899127960205,0.1273728
126.5,8.71618556976318,0.1442936
126.5,8.96321582794189,0.1626364
126.450630187988,33.1448440551758,0.6120157
126.444023132324,33.5355491638184,0.6324738
126.428924560547,34.3072395324707,1.048482
126.401138305664,35.4404754638672,0.7253851
126.395858764648,35.626522064209,0.7466376
126.37882232666,36.1798477172852,0.7615743
126.37272644043,36.3626937866211,0.8400215
126.346199035645,37.0861320495605,0.9451888
126.316017150879,37.7969970703125,1.742998
77.2956466674805,71.3287200927734,1.844967
76.9825134277344,71.3373794555664,1.829355
75.7386245727539,71.3652572631836,1.766664
75.4299850463867,71.3705673217773,1.753383
73,71.3901901245117,1.122286
126.75,-66.4134292602539,0.6679152
126.75,-66.3131942749023,0.6662852
126.75,-32.3754272460938,0.7277548
126.75,-13.8627319335938,0.760232
126.75,-8.96321582794189,0.1358308
126.75,-8.22163867950439,0.1186699
126.75,-7.97413206100464,0.1169343
126.75,-7.47867298126221,0.1093609
126.75,-3.99675464630127,0.09360583
126.75,-2.99863004684448,0.08313474
126.75,3.74732565879822,0.08682527
126.75,4.49538087844849,0.08896054
126.75,4.99366569519043,0.08679544
126.75,5.24266910552979,0.08696418
126.75,6.48610210418701,0.08939447
126.75,7.2307300567627,0.1170232
126.75,7.47867298126221,0.1329363
126.75,7.72647523880005,0.1479275
126.700675964355,33.1476669311523,0.6411799
126.694061279297,33.5386352539062,0.6742265
126.678977966309,34.3108940124512,1.138082
126.640449523926,35.816722869873,0.8649263
126.634773254395,36.0013465881348,0.9106494
126.596282958984,37.0924072265625,1.10697
126.589088439941,37.2714996337891,1.275146
126.581665039062,37.4498100280762,1.487698
126.574005126953,37.6273422241211,1.668659
76.6970291137695,71.4568405151367,1.775791
76.3833160400391,71.4641799926758,1.755256
75.4477615356445,71.4821853637695,1.704493
73,71.5019226074219,1.114454
127,-66.4134292602539,0.6616067
127,-32.3754272460938,0.7310345
127,-13.6198883056641,0.5733976
127,-8.71618556976318,0.1310454
127,-8.22163867950439,0.1187639
127,-7.72647523880005,0.1130428
127,-3.74732565879822,0.09254684
127,-2.99863004684448,0.0836445
127,-1.49982869625092,0.08405566
127,3.99675464630127,0.08696336
127,4.24610805511475,0.0863286
127,4.74456834793091,0.08791877
127,5.49157285690308,0.07907936
127,5.74037265777588,0.08133139
127,5.98906373977661,0.08444536
127,6.23764181137085,0.0878417
126.947486877441,33.3465003967285,0.6686296
126.92903137207,34.3145408630371,1.050861
76.0930328369141,71.5824356079102,1.686784
75.4657211303711,71.5938415527344,1.646948
73.3040542602539,71.6133804321289,1.00108
127.25,-66.5132598876953,0.659537
127.25,-32.3754272460938,0.7307793
127.25,-13.8627319335938,0.7479378
127.25,-8.46899127960205,0.124841
127.25,-3.49782538414001,0.08728631
127.25,-3.24825859069824,0.08601631
127.25,-1.74972796440125,0.0865618
127.25,-1.24990081787109,0.08196986
127.25,-0.749978601932526,0.08263434
127.25,-0.499993652105331,0.08366123
127.25,0.999949216842651,0.08363134
127.25,1.24990081787109,0.08274721
127.25,1.49982869625092,0.08249995
127.25,4.49538087844849,0.08413498
127.25,4.99366569519043,0.08421416
127.25,5.24266910552979,0.08114208
127.174919128418,34.5095329284668,1.301135
76.1157836914062,71.6940536499023,1.637367
75.4838638305664,71.7055282592773,1.587429
73.3062896728516,71.7251739501953,0.9785585
