station,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10
Point_130,11.9999084479641,459.096322241681,394.201503759399,458.694663167104,457.893449781659,1260.30769230769,470.213452914798,297.721749006246,258.907654320988,190.997449908925
Point_131,11.9999084479641,978.149253731343,1020.01556420233,424.524696356275,12.4206486460875,474.468778280543,777.875370919881,258.779861796644,351.16409912927,407.372183372183
Point_132,11.9999084479641,12.0164103504389,11.9673133987674,23.9992676004761,7.99268248063906,8.00733093041725,24.0003662165255,24.0653630772055,11.9670402410354,12.4206486460875
Point_133,11.9999084479641,8.00733093041725,7.99268248063906,1057.03225806452,1054.90543259557,12.0164103504389,12.0001831082628,12.4206486460875,998.64380952381,688.946123521682
Point_134,11.9999084479641,12.0001831082628,1358.25906735751,368.179775280899,12.4206486460875,380.470246734398,24.0003662165255,688.946123521682,1054.90543259557,934.559714795009
Point_135,11.9999084479641,12.0001831082628,510.007782101167,547.273486430063,754.371223021583,243.402042711235,936.228571428571,1347.78406169666,616.084606345476,1057.03225806452
Point_136,11.9999084479641,529.583838383838,471.906390639064,349.525333333333,529.049445005045,1167.67928730512,185.785967399008,119.892064943974,472.331531531532,325.442582247052
Point_137,11.9999084479641,210.981086519115,261.620758483034,384.375366568915,185.851825593761,529.049445005045,217.546887966805,325.240694789082,1167.67928730512,1089.99584199584
Point_138,11.9999084479641,561.93783494105,116.018588183226,528.516129032258,1094.54697286013,1092.26666666667,94.8765834238147,407.055900621118,172.861193537751,1022.00389863548
Point_139,11.9999084479641,8.00733093041725,7.99268248063906,1022.00389863548,511.001949317739,1096.83682008368,1094.54697286013,1344.32820512821,8,269.556812339332
Point_140,11.9999084479641,858.081833060557,487.70976744186,450.419243986254,450.032618025751,532.813008130081,270.949870801034,273.636743215031,1251.28400954654,1254.27751196172
Point_141,991.092627599244,689.852631578947,593.085972850679,462.335097001764,429.744262295082,416.101587301587,885.621621621622,873.813333333333,954.987249544627,948.079566003617
Point_142,1076.56673511294,992.969696969697,1170.28571428571,688.946123521682,476.625454545455,786.038980509745,994.853889943074,948.079566003617,949.797101449275,671.303457106274
Point_143,1170.28571428571,1304.19900497512,1310.72,671.303457106274,1078.78189300412,787.219219219219,1300.96277915633,345.380764163373,476.625454545455,618.994096812279
Point_144,11.9999084479641,1428.57765667575,1099.13626834382,1222.11655011655,819.2,358.610123119015,1420.83468834688,902.388984509466,608.929152148664,599.871853546911
Point_145,11.9999084479641,900.838487972509,1219.27441860465,1134.82251082251,1436.40547945205,609.637209302326,232.91337183474,1076.56673511294,1432.48087431694,564.357373519914
Point_146,11.9999084479641,1219.27441860465,629.397358943577,610.346915017462,687.140235910878,899.293310463122,836.185007974482,459.498685363716,676.50064516129,260.839800995025
Point_147,11.9999084479641,629.397358943577,459.096322241681,393.905334335086,610.346915017462,1222.11655011655,897.753424657534,323.83446571958,260.839800995025,676.50064516129
Point_148,11.9999084479641,459.096322241681,629.397358943577,394.201503759399,1222.11655011655,458.293706293706,297.890909090909,776.722962962963,249.542122798667,621.931198102017
Point_149,11.9999084479641,394.201503759399,408.006225680934,458.694663167104,457.893449781659,459.096322241681,378.001441961067,297.721749006246,297.890909090909,837.520766773163
Point_150,11.9999084479641,378.27417027417,297.721749006246,474.898550724638,286.652815746309,424.868719611021,342.001304631442,394.201503759399,378.820809248555,12.4206486460875
Point_151,11.9999084479641,12.4206486460875,24.0003662165255,474.898550724638,378.27417027417,1094.54697286013,212.348319157554,190.997449908925,1054.90543259557,474.468778280543
Point_152,11.9999084479641,12.0164103504389,11.9673133987674,24.0653630772055,12.4206486460875,1390.68435013263,585.142857142857,8.00733093041725,7.99268248063906,754.371223021583
Point_153,11.9999084479641,12.0164103504389,23.9992676004761,11.9673133987674,11.9670402410354,755.458213256484,24.0653630772055,583.839643652561,584.490523968785,688.041994750656
Point_154,11.9999084479641,8.00733093041725,7.99268248063906,1054.90543259557,24.0003662165255,1059.16767676768,8,1057.03225806452,688.946123521682,1358.25906735751
Point_155,11.9999084479641,24.0003662165255,8.00733093041725,7.99268248063906,934.559714795009,1059.16767676768,688.946123521682,1358.25906735751,689.852631578947,810.336939721793
Point_156,11.9999084479641,1358.25906735751,7.99268248063906,8.00733093041725,492.289201877934,704.688172043011,435.817123857024,312.076190476191,24.0003662165255,383.812591508053
Point_157,11.9999084479641,529.583838383838,1260.30769230769,471.482014388489,353.293800539084,435.817123857024,529.049445005045,183.638528896673,224.726960994428,1048.576
Point_158,11.9999084479641,547.273486430063,339.784834737524,1092.26666666667,1266.3961352657,153.210987726476,592.41581920904,306.064214827788,1089.99584199584,266.406504065041
Point_159,11.9999084479641,1094.54697286013,318.716109422492,321.649079754601,443.185122569738,443.560067681895,217.456656988801,156.363853265732,136.747000521648,1089.99584199584
Point_160,11.9999084479641,442.437130801688,1096.83682008368,1347.78406169666,269.556812339332,1094.54697286013,1191.56363636364,219.827253668763,1194.27790432802,143.837585733882
Point_161,11.9999084479641,273.779634464752,1251.28400954654,1219.27441860465,442.064080944351,1197.00456621005,1216.44547563805,1125.08154506438,1059.16767676768,1194.27790432802
Point_162,11.9999084479641,1059.16767676768,273.779634464752,888.623728813559,1122.67237687366,270.809917355372,420.102564102564,1213.62962962963,1248.30476190476,1197.00456621005
Point_163,989.222641509434,794.375757575758,592.41581920904,430.096800656276,593.085972850679,415.771609833466,991.092627599244,1046.48303393214,1387.00529100529,522.199203187251
Point_164,688.946123521682,991.092627599244,463.151943462898,763.155749636099,430.096800656276,992.969696969697,11.9999084479641,593.085972850679,1294.53827160494,1046.48303393214
Point_165,1170.28571428571,671.303457106274,992.969696969697,711.381275440977,710.417344173442,1074.3606557377,688.946123521682,1297.74257425743,765.383941605839,470.213452914798
Point_166,279.173588924388,1170.28571428571,671.303457106274,711.381275440977,787.219219219219,1304.19900497512,710.417344173442,1323.9595959596,994.853889943074,460.305531167691
Point_167,11.9999084479641,1099.13626834382,1428.57765667575,902.388984509466,599.871853546911,260.839800995025,1432.48087431694,572.366812227074,1222.11655011655,253.27922705314
Point_168,11.9999084479641,1219.27441860465,900.838487972509,737.395218002813,260.839800995025,1432.48087431694,1428.57765667575,572.366812227074,747.914407988588,284.629750271444
Point_169,11.9999084479641,1222.11655011655,610.346915017462,260.839800995025,629.397358943577,737.395218002813,899.293310463122,284.629750271444,676.50064516129,1139.75652173913
Point_170,11.9999084479641,629.397358943577,1222.11655011655,676.50064516129,737.395218002813,1139.75652173913,610.346915017462,284.784356328083,249.779895188185,260.839800995025
Point_171,11.9999084479641,629.397358943577,459.096322241681,249.660952380952,1222.11655011655,897.753424657534,298.060261512223,1139.75652173913,836.185007974482,676.50064516129
Point_172,11.9999084479641,630.153846153846,459.096322241681,394.201503759399,779.031203566122,297.890909090909,1137.284164859,629.397358943577,458.694663167104,393.905334335086
Point_173,11.9999084479641,1134.82251082251,393.905334335086,720.175824175824,1094.54697286013,407.688958009331,679.129533678757,948.079566003617,631.672289156627,779.031203566122
