id,lat_req,lon_req,lat_near,lon_near,dist_km,depth
1,68.993778000000006,180,69.060226440429688,179.84671020507812,9.5819847720752875,10
2,68.231197207450506,-177.289968765232,68.237319946289062,-177.32455444335938,1.5802364586603255,10
3,67.537643668133995,-175.08243517735301,67.564834594726562,-175.22712707519531,6.8473835430745176,10
4,67.089912129141297,-174.04385113128799,67.213104248046875,-174.04689025878906,13.698986013029472,21.991334915161133
5,66.329273469447998,-170.355681305715,66.376632690429688,-170.19688415527344,8.8256843319167455,30.657814025878906
6,65.682482571250105,-171.159749365593,65.598136901855469,-170.88731384277344,15.623243507759899,22.814233779907227
7,65.052109271087005,-175.840415934612,64.940628051757812,-175.84480285644531,12.397877701561796,28.34935188293457
8,65.590033194671506,-178.43595616027599,65.638236999511719,-178.48251342773438,5.7704922127411189,10
9,64.948882567428896,179.88970133179899,64.986679077148438,-179.90069580078125,10.719960936983444,26.375356674194336
10,64.189155270531501,178.19984759406799,64.336601257324219,178.11077880859375,16.949958381592658,10
11,63.6423071449045,178.71061612024101,63.589820861816406,178.91473388671875,11.652956016087025,10
12,63.081663663848701,179.40701642209299,63.136920928955078,179.4483642578125,6.4866872161076135,10
13,62.540497310020399,177.48259250819001,62.459671020507812,177.5562744140625,9.751251798637508,18.013200759887695
14,61.956657636664303,174.731862616619,61.919582366943359,174.83601379394531,6.8320433306053676,10
15,60.761363446512803,171.60334023416499,60.741813659667969,171.86766052246094,14.524005186537529,48.526088714599609
16,60.191494898820402,169.88716144858401,60.128246307373047,169.84913635253906,7.3408736848989564,20.245357513427734
17,60.503918795651202,167.793703953874,60.408740997314453,167.81059265136719,10.623735287206223,31.394157409667969
18,60.0852930175623,166.248723260015,60.072372436523438,166.09849548339844,8.4553347853023801,28.253990173339844
19,59.8227439314091,164.81322562408599,59.884296417236328,164.67337036132812,10.384659031648537,10
20,59.572048903422697,163.31294882474199,59.535987854003906,163.27566528320312,4.5267829023801562,10
21,58.645052168665998,162.42234037962001,58.587631225585938,162.54316711425781,9.4720969625266687,37.1485595703125
22,57.946712410327599,162.656311940416,57.969749450683594,162.6220703125,3.2622551141028842,10
23,56.711016204060797,163.028764538318,56.737987518310547,163.32070922851562,18.061935643209747,80.141098022460938
24,56.009625577573701,162.04777938265499,55.901210784912109,162.034912109375,12.081773406156021,16.265947341918945
25,54.485074616547401,161.50363369482,54.431499481201172,161.37962341308594,9.9870093884207147,99.203651428222656
26,53.589327230472499,159.889980227482,53.723178863525391,159.84197998046875,15.216042057023401,10
27,53.0717488343521,159.037559163314,53.039920806884766,159.11665344238281,6.3614238835042016,44.13433837890625
28,52.279979167662297,158.520271921095,52.187305450439453,158.41407775878906,12.589294744395609,14.861430168151855
29,50.919077717622798,156.762980574084,50.950351715087891,156.70323181152344,5.4427535554437334,13.46153736114502
30,52.495057882481603,156.449958491877,52.420188903808594,156.26322937011719,15.14537487827584,23.03828239440918
31,54.160070377501199,155.81725358009101,54.177494049072266,155.74288940429688,5.2139520006916724,22.90144157409668
32,55.946081235059999,155.65225437470801,55.907619476318359,155.44447326660156,13.632388019432454,32.829185485839844
33,58.277119442904002,158.829908021747,58.264671325683594,158.62965393066406,11.791957017518298,10
34,59.6286991670923,160.899096265227,59.589473724365234,160.678955078125,13.129318801761221,12.165117263793945
35,60.798623767500601,163.33151233647001,60.907207489013672,163.38200378417969,12.37975846847446,10
36,61.873744695192897,164.09259712665201,61.822986602783203,163.84620666503906,14.104739087081777,10
37,62.615330845811599,164.06576237925799,62.573356628417969,164.04119873046875,4.8336849901306955,10
38,61.631253056841999,162.910411670607,61.634521484375,162.68257141113281,12.042489634301786,10
39,60.808169221164199,160.86077317629699,60.819171905517578,161.04653930664062,10.14708556845164,43.644184112548828
40,61.239039240316004,159.84733276377301,61.213909149169922,159.79112243652344,4.1060807260542758,23.794185638427734
41,61.808771846661202,159.43565958699801,61.791980743408203,159.36976623535156,3.9336811955884388,10
42,61.274345841196599,156.66174922348699,61.351291656494141,156.79054260253906,10.975635296004338,30.424741744995117
43,59.972311572560102,154.52450588515401,59.853805541992188,154.54641723632812,13.233773593232206,25.370416641235352
44,59.187889840838601,153.67058500812101,59.031326293945312,153.61479187011719,17.698058851548581,49.237491607666016
45,58.9805229290832,151.21363594902601,58.985233306884766,151.04437255859375,9.7126145607239742,71.696914672851562
46,59.493188955733402,150.92733816513899,59.425823211669922,150.90504455566406,7.5959155335340869,27.696306228637695
47,59.4513184064512,148.938951171974,59.424324035644531,149.16862487792969,13.328077884855555,26.814413070678711
48,59.326953721733801,147.11963076965799,59.237949371337891,147.21067810058594,11.166511864421985,40.87078857421875
49,59.3689375358517,144.78732716579901,59.290653228759766,144.87265014648438,9.9596727932698634,16.199493408203125
50,58.889567840743197,141.90019671117599,58.798892974853516,141.90769958496094,10.091833648438058,12.403912544250488
51,57.559630125487899,139.86587171910099,57.522769927978516,139.90985107421875,4.8669859924175221,24.901224136352539
52,56.424698410501598,138.200312291128,56.418857574462891,138.142333984375,3.6242874768994047,21.204757690429688
53,55.257689299429899,136.07370784643001,55.282821655273438,136.12832641601562,4.447628425996764,11.741673469543457
54,54.609050780473098,136.697993518055,54.624767303466797,136.6590576171875,3.0559579024021075,10
55,54.2021526792836,137.18091806409399,54.237419128417969,137.07232666015625,8.0758732044097723,17.311555862426758
56,53.550238954710103,137.28250355925701,53.561248779296875,137.57374572753906,19.276719172431203,10
57,54.076623527920603,140.07064350734399,54.141716003417969,140.08055114746094,7.2667209846730278,35.638633728027344
58,53.069716456570198,141.31063187230001,53.079887390136719,141.47097778320312,10.771104957841558,10
59,52.235137638756797,141.51417057521601,52.1602783203125,141.44590759277344,9.5359665067904729,10
60,50.929816036048202,140.62743698062999,50.858348846435547,140.69963073730469,9.4228519789269463,46.459888458251953
61,49.4461051676453,140.498511290636,49.434955596923828,140.47357177734375,2.1882864495733405,10
62,48.257322164014496,139.91186651624901,48.126930236816406,139.93305969238281,14.583800822259919,44.691524505615234
63,46.804069120958403,138.43108160283799,46.751110076904297,138.60929870605469,14.793777530784185,64.676582336425781
64,45.338773847015901,137.00154845421901,45.190895080566406,137.03666687011719,16.671505937229401,89.979988098144531
65,44.0340526430507,135.62156827032601,43.962440490722656,135.65849304199219,8.4930426282532654,58.707317352294922
66,43.086536737828403,134.21959931312401,43.058631896972656,134.23541259765625,3.358230832069165,36.483963012695312
67,42.897514403083001,132.483179103174,42.80126953125,132.49406433105469,10.738683335419973,30.141452789306641
68,43.287660237215498,131.73685107018301,43.246536254882812,131.69113159179688,5.8833635679284493,10
69,42.666453197924,130.807135685384,42.558223724365234,131.00514221191406,20.18392160084921,31.000223159790039
70,41.918217018563197,129.90586500089401,41.854114532470703,130.063720703125,14.885154801962017,120.22160339355469
71,40.556479356339899,129.129317722846,40.4810791015625,129.1685791015625,9.0170882420388114,149.27899169921875
72,39.610556653891102,127.526090192929,39.576679229736328,127.72378540039062,17.353342044948583,42.050785064697266
73,38.686426024893997,128.36159743653999,38.741607666015625,128.52415466308594,15.380865807955686,1380.8780517578125
74,37.102118496782602,129.40570569031499,37.166900634765625,129.59805297851562,18.510172475463484,227.34979248046875
75,35.5780575328818,129.468244722663,35.499832153320312,129.65248107910156,18.80291316724367,128.99070739746094
76,35.062908381045503,128.477406559271,34.914325714111328,128.66656494140625,23.87272860196973,10
77,34.584522425750599,127.345326123441,34.513324737548828,127.42498779296875,10.765922254907771,10
78,35.142436790051498,126.35552937115899,35.061676025390625,126.16107177734375,19.839009808657288,10
79,35.860940464190698,126.723325386542,35.816722869873047,126.64044952392578,8.9434199402595684,10
80,36.639993122332697,126.508971507764,36.362693786621094,126.37272644042969,33.152064459669418,10
81,37.889873348523999,125.870148864287,37.782752990722656,125.81587982177734,12.829299609847824,10
82,38.376569652181402,124.893259018058,38.447341918945312,124.78167724609375,12.50782383572847,22.737144470214844
83,39.163485818852799,125.338641039569,39.146045684814453,125.24349212646484,8.4303375463270154,10
84,39.7391302438918,124.822246540431,39.630615234375,124.71198272705078,15.317484279973984,10
85,39.875544492745497,123.665590935498,39.756595611572266,123.70121765136719,13.572032524169909,10
86,39.353641434925798,122.274377541172,39.203514099121094,122.23432159423828,17.045742030863639,10
87,38.744277604061701,121.142486189409,38.669265747070312,121.26469421386719,13.491503265915052,51.380668640136719
88,39.367358140772502,121.360092439971,39.339824676513672,121.47459411621094,10.310062932307295,10
89,40.397710501586502,122.209103966923,40.502124786376953,122.14305877685547,12.885331970696276,10
90,40.845047898321099,121.01860581381101,40.771339416503906,121.11884307861328,11.762082684512176,10
91,39.840013876529298,119.538071982373,39.745059967041016,119.44483947753906,13.226171113372281,10
92,39.195837382704802,118.00575755656,39.044811248779297,117.98998260498047,16.848412461938125,10.929878234863281
93,38.093827613494199,118.49147507734099,38.244407653808594,118.5360107421875,17.190447106939132,10.000802040100098
94,37.175062146989198,119.141590212,37.246673583984375,119.08377838134766,9.4666683039013009,10
95,37.830722164776702,120.73390831025,37.979885101318359,120.80074310302734,17.592207869297248,12.733807563781738
96,37.420678019523997,122.371822834539,37.509056091308594,122.32405853271484,10.693236435070324,21.077634811401367
97,36.924461740528301,122.19210811006501,36.802070617675781,122.10322570800781,15.739706330715178,10
98,36.708632470764201,121.21018945338901,36.601036071777344,121.11030578613281,14.917560095761431,10
99,36.069014815722099,120.33528075884099,36.050708770751953,120.37937164306641,4.4555070954623028,12.966710090637207
100,35.629040802138697,119.681182324044,35.495830535888672,119.64653778076172,15.140197283328755,10
101,34.456922825552098,119.789440627518,34.580078125,119.67075347900391,17.48642620438568,11.103715896606445
102,33.2024276901221,120.70726343523999,33.275016784667969,120.94731903076172,23.740133111494636,10
